nome;cnpj;cep;endereco;telefone;tipoLocalizacao;_cnaePrincipal;_cnaeMatch;_uf;_municipio;_situacao;_razaoSocial
ALTEVIR CAMPELO E SILVA;24.336.887/0001-51;07424-000;ESTRADA DOS CORREAS, nº 3550, CANJICAS, CANJICAS - ARUJA/SP;(11) 97657822;HARAS;0152102;0152102;SP;ARUJA;02;ALTEVIR CAMPELO E SILVA
VERIDIANA SERRALVO PEREZ;24.733.429/0001-56;13480-970;CHACARA RANCHO RV, nº SN, PIRES - LIMEIRA/SP;(19) 34521422;HARAS;0152102;0152102;SP;LIMEIRA;02;VERIDIANA SERRALVO PEREZ
JOAO ANTONIO ROSSI MACHADO;24.866.117/0001-10;19200-000;ESTANCIA HARAS JL, nº S/N, SEDE, ZONA RURAL - PIRAPOZINHO/SP;(18) 97517931;HARAS;0152102;0152102;SP;PIRAPOZINHO;02;JOAO ANTONIO ROSSI MACHADO
FERNANDO TARDIOLI LUCIO DE LIMA;17.753.557/0002-87;13825-000;SITIO SANTO ANTONIO DA MATA, nº S/N, CAMANDUCAIA - HOLAMBRA/SP;(11) 30711022;HARAS;0152102;0152102;SP;HOLAMBRA;02;FERNANDO TARDIOLI LUCIO DE LIMA
ROBERTO DONIZETI BRAGUINI;25.246.389/0001-80;18120-000;ESTRADA IATE CLUBE, nº 249, SEBANDILHA - MAIRINQUE/SP;(11) 78616659;HARAS;0152102;0152102;SP;MAIRINQUE;02;ROBERTO DONIZETI BRAGUINI
RUBENS GALVANI JUNIOR;25.322.782/0001-06;13755-000;SITIO PALMEIRAS IMPERIAIS, nº S/N, ESTRADA MOCOCA A S B DAS AREIAS, ZONA RURAL - MOCOCA/SP;(19) 36560664;HARAS;0152102;0152102;SP;MOCOCA;02;RUBENS GALVANI JUNIOR
HARAS PARDAL;25.343.723/0001-14;39205-000;FAZENDA VEREDAS DAS FLORES, ROD. BR MG 220 KM 67, nº S/N, ZONA RURAL - TRES MARIAS/MG;(38) 37541232;HARAS;0152102;0152102;MG;TRES MARIAS;02;AGRO PARDAL LTDA
HIPICA TALISMA LTDA;11.231.244/0001-00;18073-729;RUA GINETTA CALLIARI, nº 26, JARDIM VALE DO LAGO RESIDENCIAL - SOROCABA/SP;(11) 97426237;HOTEL_ANIMAL;0162803;0162803;SP;SOROCABA;02;HIPICA TALISMA LTDA
EDISON DIAS DE LIMA;17.923.056/0001-10;08900-000;ESTRADA MUNICIPAL ANTONIO ALVES PEREIRA, nº 2250, HARAS FIEL, LAGOA NOVA - GUARAREMA/SP;(11) 46931556;HARAS;0152102;0152102;SP;GUARAREMA;02;EDISON DIAS DE LIMA
MARCILIO DE ALMEIDA;10.549.877/0001-90;12010-970;SÍTIO DO RAE, nº SN, ITAPECIRICA - TAUBATE/SP;(12) 91564056;HARAS;0152102;0152102;SP;TAUBATE;02;MARCILIO DE ALMEIDA
HARRY DE LIMA FRANCO JUNIOR;12.555.143/0001-49;18270-001;SÍTIO JR RANCH, nº S/N, MIRANDAS - TATUI/SP;(11) 50416767;HARAS;0152102;0152102;SP;TATUI;02;HARRY DE LIMA FRANCO JUNIOR
JOAO BATISTA DUARTE DE ALMEIDA E OUTROS;13.179.283/0001-22;13871-160;CHACARA DAS MACAUBEIRAS, nº S/N, TERREO, ZONA RURAL - SAO JOAO DA BOA VISTA/SP;(19) 36338212;HARAS;0152102;0152102;SP;SAO JOAO DA BOA VISTA;02;JOAO BATISTA DUARTE DE ALMEIDA E OUTROS
KR EQUINOS LTDA;25.138.600/0001-41;18285-000;ESTRADA BAIRRO ALELUIA, nº S/N, ALELUIA - CESARIO LANGE/SP;(15) 32513065;HOTEL_ANIMAL;0162803;0162803;SP;CESARIO LANGE;02;KR EQUINOS LTDA
LEANDRO ANTUNES LISBOA;21.779.746/0001-15;18270-970;SITIO RANCHO LISBOA, nº 117, QUEIMADOR DO MEIO - TATUI/SP;(15) 97812680;HARAS;0152102;0152102;SP;TATUI;02;LEANDRO ANTUNES LISBOA
RINALDO SOUZA DE SALLES OLIVEIRA;08.221.449/0002-72;18270-001;ESTRADA ESTRDA TATUI A BAIRRO QUEIMADOR, nº S/N, QUEIMADOR - TATUI/SP;(15) 32512555;HARAS;0152102;0152102;SP;TATUI;02;RINALDO SOUZA DE SALLES OLIVEIRA
JOAO BATISTA BAGAIOLO JUNIOR;08.496.402/0001-30;17240-000;RECANTO SENZALA, nº S/N, CURRALINHO - BOCAINA/SP;(14) 36221345;HARAS;0152102;0152102;SP;BOCAINA;02;JOAO BATISTA BAGAIOLO JUNIOR
ANTONIO CARLOS LIMA MARINHO;08.775.536/0001-90;16900-005;FAZENDA SANTA CANDIDA, nº S/N, FIGUEIRA - ANDRADINA/SP;(18) 37235695;HARAS;0152102;0152102;SP;ANDRADINA;02;ANTONIO CARLOS LIMA MARINHO
JOAQUIM SERGIO GUINE;09.042.328/0001-45;15890-000;SÍTIO DOIS IRMAOS, nº S/N, CORREGO DA ALEGRIA - UCHOA/SP;(17) 38261399;HARAS;0152102;0152102;SP;UCHOA;02;JOAQUIM SERGIO GUINE
FRANCISCO MARCELO ORTIZ FILHO;09.197.485/0001-20;12500-970;FAZENDA HARAS XICOTE I, nº S/N, MOTTAS - GUARATINGUETA/SP;(12) 31222971;HARAS;0152102;0152102;SP;GUARATINGUETA;02;FRANCISCO MARCELO ORTIZ FILHO
RANCHO AGRESTE;09.278.909/0001-80;55640-001;FAZENDA ESTRELA GLEBA A, nº S/N, MANDACARU - GRAVATA/PE;(81) 92989007;HARAS;0152102;0152102;PE;GRAVATA;02;RANCHO HORIZONTE AGRESTE ATIVIDADES AGROPECUARIAS LTDA
HARAS LUBRELO LTDA;17.884.268/0001-36;26900-000;RODOVIA ARY SCHIAVO, nº 0, KM 26, GOV. PORTELA - MIGUEL PEREIRA/RJ;(21) 69906997;HOTEL_ANIMAL;0162803;0162803;RJ;MIGUEL PEREIRA;02;HARAS LUBRELO LTDA
ROBERTO CESAR ALVES COSTA;13.314.345/0001-61;13210-477;AVENIDA PAULO FERRAZ DOS REIS, nº 1407, CHACARA PAIOL VELHO GLEBA 06, SANTA CLARA - JUNDIAI/SP;(11) 45866856;HARAS;0152102;0152102;SP;JUNDIAI;02;ROBERTO CESAR ALVES COSTA
EDVARD GONCALVES FERNANDES JUNIOR;21.260.531/0001-93;16010-970;ESTRADA MUNICIPAL ARACATUBA AO PORTO MENEZES, KM 05, nº S/N, CHACARA NS APARECIDA, CAFEZOPOLIS - ARACATUBA/SP;(18) 36238288;HARAS;0152102;0152102;SP;ARACATUBA;02;EDVARD GONCALVES FERNANDES JUNIOR
MARIO JOSE COSTA;08.870.346/0001-52;13690-000;SITIO SANTO ANTONIO, nº SN, ZONA RURAL - DESCALVADO/SP;(19) 35833015;HARAS;0152102;0152102;SP;DESCALVADO;02;MARIO JOSE COSTA
FABIANO DE MELLO BELENTANI E OUTRO;20.782.947/0001-09;14960-000;"CHACARA NOSSA SENHORA APARECIDA, nº S/N, : RURAL;, BARRO PRETO / GONCALVES - NOVO HORIZONTE/SP";(17) 35423174;HARAS;0152102;0152102;SP;NOVO HORIZONTE;02;FABIANO DE MELLO BELENTANI E OUTRO
MATEUS SWART;24.808.194/0001-14;13890-000;SITIO AREIAS, nº S/N, DAS AREIAS - AGUAS DA PRATA/SP;(19) 96772022;HARAS;0152102;0152102;SP;AGUAS DA PRATA;02;MATEUS SWART
JEFFERSON ANTONIO DA SILVA;26.518.739/0001-83;18170-000;ESTRADA MUNICIPAL, nº S/N, LIBERDADE - PIEDADE/SP;(15) 32443653;HARAS;0152102;0152102;SP;PIEDADE;02;JEFFERSON ANTONIO DA SILVA
GREITONY KWAN LAI HOO;26.735.438/0001-01;18150-000;ESTRADA DO BAIRRO DO CURRAL - GLEBAS - LOTEAMENTO F/201, nº SN, QUADRA 99 LOTE 10, CURRAL - IBIUNA/SP;(11) 96089252;HARAS;0152102;0152102;SP;IBIUNA;02;GREITONY KWAN LAI HOO
ISSAO KUSAHARA JUNIOR;26.755.316/0001-87;19064-002;RODOVIA COMENDADOR ALBERTO BONFIGLIOLI, nº SN, KM 10, CONJUNTO HABITACIONAL ANA JACINTA - PRESIDENTE PRUDENTE/SP;(18) 32212352;HARAS;0152102;0152102;SP;PRESIDENTE PRUDENTE;02;ISSAO KUSAHARA JUNIOR
HARAS BS CHICA DOCE LTDA;27.053.087/0002-00;62860-000;FAZENDA LOCALIDADE CAPONGA DA BERNARDA - FAZENDA CHICA DOCE, nº S/N, FAZENDA CHICA DOCE - PINDORETAMA/CE;(85) 39246060;HARAS;0152102;0152102;CE;PINDORETAMA;02;HARAS BS CHICA DOCE LTDA
ANTONIO DE PADUA FRANCESCONI;27.421.545/0001-28;13960-000;SITIO FRANCESCONI, nº S/N, CASA, ORATORIO - SOCORRO/SP;(19) 38556227;HARAS;0152102;0152102;SP;SOCORRO;02;ANTONIO DE PADUA FRANCESCONI
TYAGO RIBEIRO TOLEDO;28.078.934/0001-65;57770-000;FAZENDA PITIMIJU, nº SN, ZONA RURAL - CAJUEIRO/AL;(82) 32417176;HARAS;0152102;0152102;AL;CAJUEIRO;02;TYAGO RIBEIRO TOLEDO
ANDRE RENATO SARTORI SILVEIRA E OUTRO;28.183.494/0001-06;19180-000;ESTRADA P/ SANTO EXPEDITO KM 06, nº SN, DOS COSTAS - ALFREDO MARCONDES/SP;(18) 32671288;HARAS;0152102;0152102;SP;ALFREDO MARCONDES;02;ANDRE RENATO SARTORI SILVEIRA E OUTRO
WILSON FERNANDES DA SILVA;08.052.277/0009-27;17570-000;ESTRADA BAIRRO PAU D ALHO - SITIO SAO MIGUEL, nº SN, ZONA RURAL - ORIENTE/SP;(14) 34324332;HARAS;0152102;0152102;SP;ORIENTE;02;WILSON FERNANDES DA SILVA
DARCY PAZ DE PADUA;28.799.291/0001-49;13273-300;RODOVIA DOM PEDRO I, nº KM 118, CHACARA GRAMINHA, LOPES - VALINHOS/SP;(19) 32375724;HARAS;0152102;0152102;SP;VALINHOS;02;DARCY PAZ DE PADUA
LUIZ CARLOS LOPES;28.809.743/0001-26;18265-000;ESTRADA MUNICIPAL BIRRO DOS LEMES, nº SN, LEMES - TORRE DE PEDRA/SP;(11) 87819872;HARAS;0152102;0152102;SP;TORRE DE PEDRA;02;LUIZ CARLOS LOPES
TALITA SIQUEIRA DE PAULO;28.884.380/0001-93;18120-000;ESTRADA MUNICIPAL ITU MAIRINQUE, nº 3203, FAZENDA ITALO BRASILEIRA, MAIRINQUE - MAIRINQUE/SP;(11) 36878678;HARAS;0152102;0152102;SP;MAIRINQUE;02;TALITA SIQUEIRA DE PAULO
DIRCEU GREGORIO PEREIRA;29.227.359/0001-88;12460-000;RUA DOIS CHACARAS AGUA SANTA, nº SN, AGUA SANTA - CAMPOS DO JORDAO/SP;(12) 36641670;HARAS;0152102;0152102;SP;CAMPOS DO JORDAO;02;DIRCEU GREGORIO PEREIRA
LEANDRO JOAQUIM PAGANINI;13.238.318/0004-08;15775-000;ESTANCIA NOSSA SENHORA APARECIDA, nº S/N, CORREGO CABECEIRA COMPRIDA - SANTA FE DO SUL/SP;(17) 97687737;HARAS;0152102;0152102;SP;SANTA FE DO SUL;02;LEANDRO JOAQUIM PAGANINI
MARCOS MARTINS GONZALEZ E OUTRA;29.704.449/0001-12;15820-000;ESTRADA MUNICIPAL PIRANGI AO BAIRRO DO URUPI KM 4,0, nº S/N, ESTNCIA GONZALEZ, OURO BRANCO - PIRANGI/SP;(17) 33861272;HARAS;0152102;0152102;SP;PIRANGI;02;MARCOS MARTINS GONZALEZ E OUTRA
ADELAIDE BOCATO COSTA;29.887.210/0001-25;14730-000;SITIO AVANHANDAVINHA, nº 0, ZONA RURAL - MONTE AZUL PAULISTA/SP;(17) 92197326;HARAS;0152102;0152102;SP;MONTE AZUL PAULISTA;02;ADELAIDE BOCATO COSTA
FLAVIA MACIEL PORTO;29.981.697/0001-00;12140-000;ESTRADA SITIO FRANCISCO DE ASSIS, nº SN, DOS ALVARENGAS - SAO LUIZ DO PARAITINGA/SP;(12) 96290190;HARAS;0152102;0152102;SP;SAO LUIZ DO PARAITINGA;02;FLAVIA MACIEL PORTO
RAFAEL DE OLIVEIRA ABRAMI;30.013.289/0001-44;18282-899;AREA ESTANCIA SAO RAFAEL, nº SN, MOINHO VELHO - TATUI/SP;(15) 33057159;HARAS;0152102;0152102;SP;TATUI;02;RAFAEL DE OLIVEIRA ABRAMI
MATHEUS RICARDO BALDAN E OUTRO;14.112.248/0003-10;15823-000;SITIO HARAS XINGU, nº S/N, RURAL - ELISIARIO/SP;(17) 35236148;HARAS;0152102;0152102;SP;ELISIARIO;02;MATHEUS RICARDO BALDAN E OUTRO
HARAS FABULOSO;27.119.212/0001-49;13780-000;SITIO PAIVA MACHADO, nº S/N, ZONA RURAL, PAIVA MACHADO - DIVINOLANDIA/SP;(19) 36631393;HARAS;0152102;0152102;SP;DIVINOLANDIA;02;HARAS FABULOSO LTDA
FERNANDO MARTINEZ SILVEIRA;30.525.355/0001-65;13139-899;ESTRADA USINA SALTO GRANDE, nº S/N, KM 3.5, JOAQUIM EGIDIO - CAMPINAS/SP;(11) 50545100;HARAS;0152102;0152102;SP;CAMPINAS;02;FERNANDO MARTINEZ SILVEIRA
LUIS ROMARIO MUNIZ ALVES;30.715.134/0001-50;15170-000;SITIO BOA ESPERANCA, nº S/N, IBIPORANGA - TANABI/SP;(17) 97014136;HARAS;0152102;0152102;SP;TANABI;02;LUIS ROMARIO MUNIZ ALVES
CRISTIANO LEONE MANTOVANI;30.846.113/0001-73;13341-600;ALAMEDA SALVADORA MARTINS PRADOS, nº 277, TERRAS DE ITAICI - INDAIATUBA/SP;(19) 38344525;HARAS;0152102;0152102;SP;INDAIATUBA;02;CRISTIANO LEONE MANTOVANI
EDSON DONIZETI OTAVIANO;31.034.222/0001-59;13668-274;AVENIDA TEIA PEREIRA, nº 2820, CUCA FRESCA - PORTO FERREIRA/SP;(19) 35811286;HARAS;0152102;0152102;SP;PORTO FERREIRA;02;EDSON DONIZETI OTAVIANO
HARAS PULGAS JF;31.329.939/0001-28;59965-000;SITIO PULGAS, nº SN, ZONA RURAL - ALEXANDRIA/RN;(84) 96446339;HARAS;0152102;0152102;RN;ALEXANDRIA;02;HARAS PULGAS JF CRIACAO E COMERCIALIZACAO DE EQUINOS E BOVINOS LTDA
JEAN CARLO OLIVEIRA DE CARVALHO;31.628.926/0001-50;12530-000;SITIO SERTAO DO RIO MANSO, nº SN, ZONA RURAL, SERTAO DO RIO MANSO - CUNHA/SP;(12) 31113217;HARAS;0152102;0152102;SP;CUNHA;02;JEAN CARLO OLIVEIRA DE CARVALHO
ANDRE PIETRAROIA CAPELOZZA E OUTRO;31.680.262/0001-78;17506-970;SITIO HARAS RANCHO ALEGRE RA, nº SN, ZONA RURAL - MARILIA/SP;(18) 33561357;HARAS;0152102;0152102;SP;MARILIA;02;ANDRE PIETRAROIA CAPELOZZA E OUTRO
JOSE RENATO DE JESUS GOMES JARDIM;31.740.711/0001-26;12245-970;ESTRADA LIMOEIRO, nº SN, STO DO FILANDES, LIMOEIRO - SAO JOSE DOS CAMPOS/SP;(12) 97182373;HARAS;0152102;0152102;SP;SAO JOSE DOS CAMPOS;02;JOSE RENATO DE JESUS GOMES JARDIM
ADRIANO SALOMAO PAIVA SOARES;31.848.663/0001-94;18130-970;ESTRADA DA CAMPININHA, nº 328, CANGUERA - SAO ROQUE/SP;(11) 92722088;HARAS;0152102;0152102;SP;SAO ROQUE;02;ADRIANO SALOMAO PAIVA SOARES
ANDERSON CUSTODIO;31.996.939/0001-81;18540-000;SITIO HARAS IC - MANGALARGA MARCHADOR, nº S/N, EST MUN PARA O BAIRRO CAIACATINGA 130, CAIACATINGA - PORTO FELIZ/SP;(19) 74106049;HARAS;0152102;0152102;SP;PORTO FELIZ;02;ANDERSON CUSTODIO
ERICK PIMENTEL RIBEIRA;31.940.001/0001-40;14700-970;FAZENDA GUACYARA, nº S/N, ZONA RURAL - BEBEDOURO/SP;(17) 97033541;HARAS;0152102;0152102;SP;BEBEDOURO;02;ERICK PIMENTEL RIBEIRA
NEY ALEXANDRE ALAITE;32.074.812/0001-78;13269-899;AREA RURAL, nº S/N 1, FZ MALABAR, AREA RURAL DE MORUNGABA - MORUNGABA/SP;(19) 74128490;HARAS;0152102;0152102;SP;MORUNGABA;02;NEY ALEXANDRE ALAITE
CARLOS ALEXANDRE SVERSUTI;32.111.517/0001-44;19830-000;SITIO RANCHO PARAISO, nº SN, ZONA RURAL - ECHAPORA/SP;(18) 33561357;HARAS;0152102;0152102;SP;ECHAPORA;02;CARLOS ALEXANDRE SVERSUTI
YASMINE KALIL YARYD;32.163.767/0001-28;13940-000;SITIO BELA VISTA - III, nº S/N, BAIRRO DO JABOTICABAL - AGUAS DE LINDOIA/SP;(19) 38073644;HARAS;0152102;0152102;SP;AGUAS DE LINDOIA;02;YASMINE KALIL YARYD
RICARDO GARCIA LANCHOTI;32.170.653/0001-05;14340-000;CHACARA RANCHO RL, nº S/N, ZONA RURAL - BRODOWSKI/SP;(16) 36644188;HARAS;0152102;0152102;SP;BRODOWSKI;02;RICARDO GARCIA LANCHOTI
BEM ESTAR ANIMAL;32.642.744/0001-04;14840-000;RUA B., nº 94, CASA, CHACARA DOS LOUZADAS - GUARIBA/SP;(16) 32515713;HARAS;0152102;0152102;SP;GUARIBA;02;R. FERREIRA CARDOSO
HARAS CAVALCANTE;32.662.864/0001-65;65390-000;FAZENDA SANTA MARIA, nº SN, LOTE TABOCA DOS CRAVOS, ZONA RURAL - SANTA LUZIA/MA;(98) 84863259;HARAS;0152102;0152102;MA;SANTA LUZIA;02;HARAS CAVALCANTE LTDA
PEDRO AUGUSTO FRANCO FELIX;32.737.190/0001-10;15819-899;ESTRADA VICINAL SECRETARIO WALTER BERNARDES NORY, nº S/N, BAIRRO KM 7 - CATANDUVA/SP;(17) 35244941;HARAS;0152102;0152102;SP;CATANDUVA;02;PEDRO AUGUSTO FRANCO FELIX
CAIO AFFONSO JUNIOR;32.863.168/0001-17;17240-000;RUA SILVIO VILLANOVA, nº 44, CHACARA VILLANOVA - BOCAINA/SP;(14) 36663201;HARAS;0152102;0152102;SP;BOCAINA;02;CAIO AFFONSO JUNIOR
FERNANDO SERRANO ROCHLUS;32.878.182/0001-94;08771-001;ESTRADA DO ITAPETI, nº KM 15, SITIO HOSANA, PARQUE RESIDENCIAL ITAPETI - MOGI DAS CRUZES/SP;(11) 73355619;HARAS;0152102;0152102;SP;MOGI DAS CRUZES;02;FERNANDO SERRANO ROCHLUS
ANDRE HENRIQUE MARTINS SAMPAIO;32.944.952/0001-50;16300-970;ESTRADA DO MINEIRO, nº S/N, RURAL - PENAPOLIS/SP;(18) 98147422;HARAS;0152102;0152102;SP;PENAPOLIS;02;ANDRE HENRIQUE MARTINS SAMPAIO
MAURICIO ALEIXO MACHADO;33.703.691/0001-49;13106-970;RODOVIA SP 81 KM 14, nº LT 92, LOTE 92, JOAQUIM EGIDIO - CAMPINAS/SP;(11) 50939584;HARAS;0152102;0152102;SP;CAMPINAS;02;MAURICIO ALEIXO MACHADO
ISAAC DOUGLAS ALVES VIEIRA;08.090.225/0003-50;18225-000;ESTRADA BAIRRO DA VARZEA, nº S/N, CHACARA SANTA CRUZ, DA VARZEA - SARAPUI/SP;(15) 97942304;HARAS;0152102;0152102;SP;SARAPUI;02;ISAAC DOUGLAS ALVES VIEIRA
MARCO AURELIO CUNHA DE FREITAS;33.913.257/0001-93;13315-000;ESTRADA MUNICIPAL BAIRRO PE DO MORRO, nº SN, RECANTO BELVEDERE, PE DO MORRO - CABREUVA/SP;(11) 45297385;HARAS;0152102;0152102;SP;CABREUVA;02;MARCO AURELIO CUNHA DE FREITAS
PAULO EDUARDO TITONELLI;34.277.185/0001-06;19930-000;SITIO SANTO ANTONIO, nº S/N, CABECEIRA - RIBEIRAO DO SUL/SP;(14) 97131289;HARAS;0152102;0152102;SP;RIBEIRAO DO SUL;02;PAULO EDUARDO TITONELLI
JOSE FERNANDO JURCA E OUTRA;08.389.965/0004-72;15140-000;ESTANCIA HARAS SANTA CAROLINA, nº SN, ZONA RURAL, ZONA RURAL - BALSAMO/SP;(17) 96351750;HARAS;0152102;0152102;SP;BALSAMO;02;JOSE FERNANDO JURCA E OUTRA
JOELTON BRUNO SILVA DE OLIVEIRA;34.674.376/0001-01;19110-008;ESTRADA PIONEIRO RAIMUNDO MAIOLINI, nº SN, EST. MARIA DE OLIVE, MONTALVAO - PRESIDENTE PRUDENTE/SP;(18) 39053011;HARAS;0152102;0152102;SP;PRESIDENTE PRUDENTE;02;JOELTON BRUNO SILVA DE OLIVEIRA
GEISE APARECIDA SILVA CAVALCANTE E OUTRO;34.742.245/0001-06;18800-000;FAZENDA HARAS PENTAGONO, nº S/N, ZONA RURAL - PIRAJU/SP;(14) 33512778;HARAS;0152102;0152102;SP;PIRAJU;02;GEISE APARECIDA SILVA CAVALCANTE E OUTRO
ALCIDES FRANCISCATO JUNIOR;34.964.625/0001-95;17139-899;AREA CENTRO HIPICO PRATA, nº SN, R MAL RONDON KM 331, AREA RURAL DE AGUDOS - AGUDOS/SP;(14) 21099050;HARAS;0152102;0152102;SP;AGUDOS;02;ALCIDES FRANCISCATO JUNIOR
JOSE DE MATTOS REBOUCAS NETO;35.072.949/0001-81;08900-000;ESTRADA MUNICIPAL JOSE MARCELLINI, nº 525, CEREJEIRAS - GUARAREMA/SP;(11) 46954713;HARAS;0152102;0152102;SP;GUARAREMA;02;JOSE DE MATTOS REBOUCAS NETO
CARMEN ROMAN GAUDIOSO;10.240.882/0002-05;12460-000;RUA MARIANNE BAUNGART, nº 3400, VILA INGLESA - CAMPOS DO JORDAO/SP;(12) 36343488;HARAS;0152102;0152102;SP;CAMPOS DO JORDAO;02;CARMEN ROMAN GAUDIOSO
LEANDRO LUIS DOS REIS;35.294.460/0001-54;12935-000;ESTRADA BAIRRO DO GUARAIUVA, nº SN, GUARAIUVA - VARGEM/SP;(11) 47981370;HARAS;0152102;0152102;SP;VARGEM;02;LEANDRO LUIS DOS REIS
LEANDRO MARINHO MACHADO;35.475.021/0001-48;13190-000;SITIO AGUA CHOCA, nº SN, HARAS OBERON, BAIRRO DO MORRO - MONTE MOR/SP;(19) 83453702;HARAS;0152102;0152102;SP;MONTE MOR;02;LEANDRO MARINHO MACHADO
LETICIA NOGUEIRA DIAS;35.794.480/0001-94;18590-000;SITIO OUTROS BAIRRO SANTO INACIO, nº S/N, RURAL - BOFETE/SP;(14) 81084455;HARAS;0152102;0152102;SP;BOFETE;02;LETICIA NOGUEIRA DIAS
DEREOVAL JOSE VIEIRA;35.924.458/0001-11;18720-000;FAZENDA VELHA OU PERPETUA, nº SN, ZONA RURAL - PARANAPANEMA/SP;(14) 96519681;HARAS;0152102;0152102;SP;PARANAPANEMA;02;DEREOVAL JOSE VIEIRA
MURILO CESAR DOS SANTOS DOTOLI;36.094.655/0001-13;15048-000;RODOVIA DECIO CUSTODIO DA SILVA (SP-427), nº SN, ESTANCIA SANTINA, FAZENDA SAO PEDRO (ZONA RURAL) - SAO JOSE DO RIO PRETO/SP;(17) 96477079;HARAS;0152102;0152102;SP;SAO JOSE DO RIO PRETO;02;MURILO CESAR DOS SANTOS DOTOLI
AGROPECUARIA DA RACA 333 CRIACAO DE EQUINOS LTDA;36.280.978/0001-00;55825-000;SITIO FELICIDADE, nº S/N, CENTRO - PAUDALHO/PE;(81) 99791514;HARAS;0152102;0152102;PE;PAUDALHO;02;AGROPECUARIA DA RACA 333 CRIACAO DE EQUINOS LTDA
CATARINA VILLARES STOPPE E OUTROS;36.447.914/0001-42;16200-970;ESTRADA MUNICIPAL BIRIGUI A BILAC, nº KM 7, ESTANCIA STOPPE, TUPI - BIRIGUI/SP;(18) 36415055;HARAS;0152102;0152102;SP;BIRIGUI;02;CATARINA VILLARES STOPPE E OUTROS
PEDRO ANTONIO DE MACEDO;36.515.125/0001-00;18216-970;SITIO SANTA ISABEL, nº S/N, FAXINAL DOS CABACAIZINHOS - ITAPETININGA/SP;(11) 99873467;HARAS;0152102;0152102;SP;ITAPETININGA;02;PEDRO ANTONIO DE MACEDO
MARIA LUCIA FROES CARRARA DE SAMBUY;36.659.742/0001-70;18130-970;ESTRADA PINHEIRINHO, nº 400, MENDES, MAILASQUI - SAO ROQUE/SP;(11) 99785055;HARAS;0152102;0152102;SP;SAO ROQUE;02;MARIA LUCIA FROES CARRARA DE SAMBUY
JUVENAL PONTREMOLEZ FILHO;20.591.066/0002-91;19940-000;CHACARA SANTO ANTONIO, nº SN, AGUA DAS PEDRAS - IBIRAREMA/SP;(14) 97359696;HARAS;0152102;0152102;SP;IBIRAREMA;02;JUVENAL PONTREMOLEZ FILHO
CARLOS LUCIO CASTEX FERREIRA;36.955.816/0001-16;13212-256;RUA LUIZ RODRIGUES DA SILVA, nº 300, MEDEIROS - JUNDIAI/SP;(11) 54545811;HARAS;0152102;0152102;SP;JUNDIAI;02;CARLOS LUCIO CASTEX FERREIRA
HARAS KMRF1;37.270.966/0001-59;28600-991;ESTRADA BARRACAO DOS MENDES, nº SN, BARRACAO DOS MENDES - NOVA FRIBURGO/RJ;(22) 25193317;HARAS;0152102;0152102;RJ;NOVA FRIBURGO;02;AGROPECUARIA KMRF1 LTDA
DANIEL DE OLIVEIRA;37.427.612/0001-75;14109-899;SITIO BOA ESPERANCA, nº S/N, ZONA RURAL - RIBEIRAO PRETO/SP;(16) 93164216;HARAS;0152102;0152102;SP;RIBEIRAO PRETO;02;DANIEL DE OLIVEIRA
ANTONIO CARLOS DE ALMEIDA;37.797.507/0001-28;18540-000;SITIO HARAS CISNE NEGRO, nº S/N, EST COLONIA RODRIGO SILVA S/N 1 E 7 COL R SILVA, COLONIA RODRIGO SILVA - PORTO FELIZ/SP;(11) 99615664;HARAS;0152102;0152102;SP;PORTO FELIZ;02;ANTONIO CARLOS DE ALMEIDA
LUIS ANTONIO MORAES RIBEIRO;37.851.911/0001-32;13990-000;CHACARA HARAS TALISMA, nº S/N, ZONA RURAL, BOA ESPERANCA - ESPIRITO SANTO DO PINHAL/SP;(19) 36517107;HARAS;0152102;0152102;SP;ESPIRITO SANTO DO PINHAL;02;LUIS ANTONIO MORAES RIBEIRO
CENTRO DE EQUOTERAPIA E EDUCACAO AMBIENTAL FLAMBOYANT;37.862.725/0001-07;88030-400;RUA FRANCISCA INES DA COSTA, nº 358, JOAO PAULO - FLORIANOPOLIS/SC;(48) 96224494;CENTRO_TREINAMENTO;8591100;8591100;SC;FLORIANOPOLIS;02;CENTRO DE EQUOTERAPIA E EDUCACIONAL AMBIENTAL FLAMBOYANT LTDA
MARCIA FRANCO SANTOS;38.087.493/0001-11;19580-000;SITIO SANTO ANTONIO, nº S/N, SEDE - ANHUMAS/SP;(18) 21042679;HARAS;0152102;0152102;SP;ANHUMAS;02;MARCIA FRANCO SANTOS
MARCOS DA COSTA VIELLAS;38.187.836/0001-10;14270-000;SITIO SAO JOSE, nº S/N, ZONA RURAL - SANTA ROSA DE VITERBO/SP;(11) 41000306;HARAS;0152102;0152102;SP;SANTA ROSA DE VITERBO;02;MARCOS DA COSTA VIELLAS
HARAS LVM;39.505.307/0001-80;35694-000;SITIO TIJUCO IZAIAS, nº SN, ZONA RURAL - SAO JOSE DA VARGINHA/MG;(37) 32376500;HARAS;0152102;0152102;MG;SAO JOSE DA VARGINHA;02;LVM AGROPECUARIA LTDA
